"spkid","full_name","diameter","per","moid","pdes","name","prefix","neo","pha","sats","H","G","M1","M2","K1","K2","PC","extent","albedo","rot_per","GM","BV","UB","IR","spec_B","spec_T","H_sigma","diameter_sigma","orbit_id","epoch","epoch_mjd","epoch_cal","equinox","e","a","q","i","om","w","ma","ad","n","tp","tp_cal","per_y","moid_ld","moid_jup","t_jup","sigma_e","sigma_a","sigma_q","sigma_i","sigma_om","sigma_w","sigma_ma","sigma_ad","sigma_n","sigma_tp","sigma_per","class","producer","data_arc","first_obs","last_obs","n_obs_used","n_del_obs_used","n_dop_obs_used","condition_code","rms","two_body","A1","A1_sigma","A2","A2_sigma","A3","A3_sigma","DT","DT_sigma"
20382745,"382745 (2003 CC)",,671,0.0356,382745,,,Y,Y,0,20.42,,,,,,,,,,,,,,,,,,59,2461000.5,61000,2025-11-21.0,J2000,0.3269,1.501,1.010,2.33,136.27,103.28,79.64,1.99,0.5362,2460851.98,2025-06-25.4,1.84,13.8,3.02,4.48,3.4e-08,2.4e-09,5.1e-08,7.0e-06,8.4e-05,8.5e-05,1.7e-05,3.1e-09,1.3e-09,3.2e-05,1.6e-06,APO,"Otto Matic",8060,2003-02-01,2025-02-25,206,,,0,.60281,,,,,,,,,
20382758,"382758 (2003 GY)",,592,0.0235,382758,,,Y,Y,0,20.20,,,,,,,,,,,,,,,,,,100,2461000.5,61000,2025-11-21.0,J2000,0.3174,1.38,0.942,4.67,321.77,334.21,279.16,1.82,0.6081,2461133.43,2026-04-02.9,1.62,9.14,3.38,4.74,1.1e-08,1.5e-09,1.5e-08,3.6e-06,4.0e-05,4.1e-05,1.1e-05,2.0e-09,1.0e-09,1.8e-05,9.9e-07,APO,"Otto Matic",7882,2003-04-05,2024-11-02,374,1,2,0,.53637,,,,,,,,,
20382825,"382825 (2003 XB22)",,609,0.0144,382825,,,Y,Y,0,19.30,,,,,,,,,,,,,,,,,,86,2461000.5,61000,2025-11-21.0,J2000,0.3933,1.405,0.853,29.96,108.75,118.30,331.52,1.96,0.5916,2461048.65,2026-01-08.1,1.67,5.6,3.31,4.53,5.2e-08,2.3e-09,7.3e-08,1.5e-05,5.9e-06,1.2e-05,1.1e-05,3.2e-09,1.4e-09,1.9e-05,1.5e-06,APO,"Otto Matic",7517,2003-12-15,2024-07-14,358,,,0,.54505,,,,,,,,,
20382875,"382875 (2004 KE1)",,541,0.0721,382875,,,Y,N,0,21.73,,,,,,,,,,,,,,,,,,43,2461000.5,61000,2025-11-21.0,J2000,0.1807,1.299,1.064,2.88,42.75,283.68,120.43,1.53,0.6659,2460819.66,2025-05-24.1,1.48,28,3.72,4.99,3.9e-08,4.7e-09,4.9e-08,4.1e-06,5.6e-05,6.2e-05,4.0e-05,5.5e-09,3.6e-09,6.0e-05,2.9e-06,AMO,"Otto Matic",6868,2004-04-21,2023-02-09,136,,,0,.64532,,,,,,,,,
20383610,"383610 (2007 JJ35)",,863,0.275,383610,,,Y,N,0,18.46,,,,,,,,,,,,,,,,,,58,2461000.5,61000,2025-11-21.0,J2000,0.3045,1.774,1.234,56.08,230.59,324.12,319.33,2.31,0.4173,2461097.98,2026-02-26.4,2.36,107,2.82,3.55,1.4e-07,1.5e-08,2.6e-07,2.1e-05,7.6e-06,2.3e-05,4.0e-05,1.9e-08,5.2e-09,9.7e-05,1.1e-05,AMO,"Otto Matic",5651,2007-05-14,2022-11-02,236,,,0,.39906,,,,,,,,,
20385186,"385186 (1994 AW1)",0.811,424,0.0182,385186,,,Y,Y,1,17.64,,,,,,,,0.223,2.5193,,,,,Sa,,,0.02,349,2461000.5,61000,2025-11-21.0,J2000,0.0756,1.105,1.021,24.10,290.34,37.14,294.57,1.19,0.8485,2461077.61,2026-02-06.1,1.16,7.09,3.99,5.55,1.4e-08,6.0e-10,1.6e-08,2.7e-06,2.3e-06,1.1e-05,1.1e-05,6.5e-10,6.9e-10,1.3e-05,3.5e-07,AMO,"Otto Matic",13614,1986-12-29,2024-04-07,2792,4,0,0,.277,,,,1.4e-14,1.9e-15,,,,
20385252,"385252 (2001 EB18)",,395,0.0297,385252,,,Y,Y,0,19.41,,,,,,,,,,,,,,,,,,33,2461000.5,61000,2025-11-21.0,J2000,0.1837,1.053,0.860,50.06,155.46,101.91,236.51,1.25,0.9121,2461135.89,2026-04-05.3,1.08,11.5,3.97,5.51,9.2e-08,2.8e-09,9.9e-08,4.6e-05,5.7e-06,3.0e-05,3.6e-05,3.3e-09,3.6e-09,4.0e-05,1.6e-06,APO,"Otto Matic",5301,2001-03-01,2015-09-05,82,3,1,0,.48511,,,,,,,,,
20385268,"385268 (2001 RC12)",3.2,2.1e+03,0.153,385268,,,Y,N,0,15.80,,,,,,,,0.080,,,,,,,,,0.40,216,2461000.5,61000,2025-11-21.0,J2000,0.6428,3.21,1.146,27.41,208.90,185.54,63.62,5.27,0.1714,2460629.30,2024-11-14.8,5.75,59.5,0.184,2.69,2.0e-08,1.0e-08,6.5e-08,5.9e-06,8.5e-06,1.1e-05,1.9e-06,1.7e-08,8.1e-10,1.0e-05,9.9e-06,AMO,"Otto Matic",8583,2001-09-10,2025-03-11,1276,,,0,.32305,,,,,,,,,
20385343,"385343 (2002 LV)",1.359,1.29e+03,0.00664,385343,,,Y,Y,0,16.55,,,,,,,,0.334,6.195,,,,,,,,0.46,298,2461000.5,61000,2025-11-21.0,J2000,0.6051,2.314,0.914,29.53,132.14,224.23,212.48,3.71,0.2799,2461527.51,2027-05-02.0,3.52,2.59,2.11,3.17,6.6e-10,9.3e-10,1.5e-09,4.2e-07,5.9e-07,7.2e-07,5.9e-07,1.5e-09,1.7e-10,2.4e-06,7.7e-07,APO,"Otto Matic",8334,2002-06-01,2025-03-26,1953,,,0,.43668,,,,,,,,,
20385402,"385402 (2002 WZ2)",1.597,1.41e+03,0.13,385402,,,Y,N,0,17.17,,,,,,,,0.110,,,,,,,,,0.12,33,2461000.5,61000,2025-11-21.0,J2000,0.8845,2.462,0.284,51.27,261.27,48.20,356.46,4.64,0.2551,2461014.36,2025-12-04.8,3.86,50.6,2.43,2.52,1.3e-07,1.7e-08,3.3e-07,6.0e-05,1.6e-05,3.4e-05,2.1e-05,3.3e-08,2.7e-09,8.2e-05,1.5e-05,APO,"Otto Matic",7047,2002-11-22,2022-03-09,182,,,0,.48844,,,,,,,,,
20385423,"385423 (2003 DE6)",,809,0.291,385423,,,Y,N,0,19.21,,,,,,,,,,,,,,,,,,97,2461000.5,61000,2025-11-21.0,J2000,0.3287,1.7,1.141,23.19,160.05,68.86,50.70,2.26,0.4449,2460886.53,2025-07-30.0,2.22,113,2.91,4.05,2.7e-08,2.5e-09,4.6e-08,5.7e-06,8.2e-06,1.3e-05,4.7e-06,3.4e-09,9.9e-10,1.1e-05,1.8e-06,AMO,"Otto Matic",8145,2003-02-06,2025-05-26,413,,,0,.46531,,,,,,,,,
20385497,"385497 (2004 DD)",,732,0.131,385497,,,Y,N,0,18.92,,,,,,,,,,,,,,,,,,66,2461000.5,61000,2025-11-21.0,J2000,0.4591,1.589,0.859,11.58,3.68,8.60,44.94,2.32,0.4921,2460909.18,2025-08-21.6,2,51,3.14,4.24,2.8e-07,7.4e-09,4.5e-07,1.3e-05,5.0e-05,5.7e-05,4.9e-05,1.1e-08,3.4e-09,1.0e-04,5.1e-06,APO,"Otto Matic",7920,2003-12-25,2025-08-31,212,,,0,.5828,,,,,,,,,
20385580,"385580 (2004 XO14)",,1.6e+03,0.469,385580,,,Y,N,0,16.20,,,,,,,,,8.4172,,,,,,,,,152,2461000.5,61000,2025-11-21.0,J2000,0.5537,2.672,1.193,25.93,129.41,276.31,304.61,4.15,0.2256,2461246.01,2026-07-24.5,4.37,182,2.3,3.02,3.9e-08,9.4e-09,1.1e-07,5.8e-06,1.0e-05,1.2e-05,4.7e-06,1.5e-08,1.2e-09,2.2e-05,8.4e-06,AMO,"Otto Matic",15716,1982-07-20,2025-07-30,706,,,0,.46641,,,,,,,,,
20385605,"385605 (2005 EJ225)",,815,0.0177,385605,,,Y,Y,0,18.99,,,,,,,,,,,,,,,,,,"JPL 80",2461000.5,61000,2025-11-21.0,J2000,0.5737,1.707,0.728,8.86,341.98,290.70,47.84,2.69,0.4419,2460892.26,2025-08-04.7,2.23,6.91,2.51,3.98,3.6e-08,2.0e-08,6.4e-08,9.9e-06,2.4e-05,2.5e-05,5.9e-06,3.1e-08,7.7e-09,1.3e-05,1.4e-05,APO,"Otto Matic",7543,2005-02-04,2025-09-30,288,,,0,.54371,,,,,,,,,
20385843,"385843 (2006 JY25)",,436,0.0669,385843,,,Y,N,0,20.56,,,,,,,,,7.8,,,,,,,,,52,2461000.5,61000,2025-11-21.0,J2000,0.4792,1.126,0.586,6.86,63.93,321.72,11.72,1.67,0.8248,2460986.30,2025-11-06.7,1.19,26,3.79,5.43,4.2e-08,1.8e-09,4.8e-08,4.6e-06,2.3e-05,2.5e-05,7.4e-06,2.7e-09,2.0e-09,8.9e-06,1.1e-06,APO,"Otto Matic",6961,2006-05-06,2025-05-27,186,,,0,.59613,,,,,,,,,
20386259,"386259 (2008 EJ1)",,1.1e+03,0.275,386259,,,Y,N,0,15.69,,,,,,,,,,,,,,,,,,34,2461000.5,61000,2025-11-21.0,J2000,0.5297,2.083,0.980,38.79,337.34,78.97,45.95,3.19,0.3277,2460860.30,2025-07-03.7,3.01,107,3.33,3.33,1.7e-07,4.2e-09,3.6e-07,1.0e-05,1.2e-05,1.2e-05,3.2e-05,6.4e-09,9.8e-10,9.8e-05,3.3e-06,APO,"Otto Matic",5492,2008-03-02,2023-03-16,152,,,0,.62232,,,,,,,,,
20386281,"386281 (2008 RJ1)",,1.17e+03,0.232,386281,,,Y,N,0,17.91,,,,,,,,,,,,,,,,,,78,2461000.5,61000,2025-11-21.0,J2000,0.4700,2.169,1.150,16.26,191.56,54.80,200.09,3.19,0.3085,2461518.88,2027-04-23.3,3.2,90.3,2,3.49,4.0e-08,1.4e-08,8.9e-08,8.8e-06,1.8e-05,2.2e-05,1.9e-05,2.0e-08,2.9e-09,6.7e-05,1.1e-05,AMO,"Otto Matic",5894,2008-09-04,2024-10-24,252,,,0,.48003,,,,,,,,,
20386298,"386298 (2008 SR7)",,556,0.134,386298,,,Y,N,0,20.08,,,,,,,,,,,,,,,,,,78,2461000.5,61000,2025-11-21.0,J2000,0.1925,1.323,1.068,15.31,324.51,296.92,181.49,1.58,0.648,2461275.96,2026-08-23.4,1.52,52.1,3.55,4.89,4.3e-08,4.7e-09,5.9e-08,7.5e-06,9.4e-06,2.3e-05,3.2e-05,5.6e-09,3.5e-09,5.1e-05,3.0e-06,AMO,"Otto Matic",6323,2005-10-22,2023-02-13,304,,,0,.52159,,,,,,,,,
20386454,"386454 (2008 XM)",0.367,494,0.0046,386454,,,Y,Y,0,20.03,,,,,,,,0.128,,,,,,,,,0.01,32,2461000.5,61000,2025-11-21.0,J2000,0.9092,1.222,0.111,5.44,240.57,27.44,232.74,2.33,0.7294,2461174.98,2026-05-14.4,1.35,1.79,2.78,4.66,2.7e-08,9.0e-09,3.3e-08,1.8e-05,7.3e-05,7.1e-05,4.4e-05,1.7e-08,8.0e-09,6.3e-05,5.4e-06,APO,"Otto Matic",5486,2008-12-02,2023-12-10,104,,,0,.58698,,,,,,,,,
20386504,"386504 (2009 BP58)",,635,0.208,386504,,,Y,N,0,18.72,,,,,,,,,,,,,,,,,,79,2461000.5,61000,2025-11-21.0,J2000,0.5552,1.445,0.643,12.57,83.56,194.07,167.65,2.25,0.5673,2460704.99,2025-01-29.4,1.74,80.8,2.9,4.46,3.0e-08,5.3e-09,4.2e-08,1.6e-06,1.1e-05,9.9e-06,8.4e-06,8.2e-09,3.1e-09,1.3e-05,3.5e-06,APO,"Otto Matic",7725,2002-11-07,2024-01-01,324,,,0,.53758,,,,,,,,,
20386720,"386720 (2009 XC2)",0.964,1.57e+03,0.393,386720,,,Y,N,0,17.04,,,,,,,,0.244,,,,,,,,,0.01,89,2461000.5,61000,2025-11-21.0,J2000,0.5826,2.645,1.104,25.78,104.14,93.26,233.28,4.19,0.2291,2461553.67,2027-05-28.1,4.3,153,2.04,3.01,4.4e-08,1.4e-08,1.2e-07,1.2e-05,1.4e-05,1.8e-05,1.2e-05,2.2e-08,1.8e-09,5.7e-05,1.2e-05,AMO,"Otto Matic",25405,1954-02-25,2023-09-16,352,,,0,.39884,,,,,,,,,
20386847,"386847 (2010 LR33)",0.663,804,0.0291,386847,,,Y,Y,0,18.06,,,,,,,,0.211,,,,,,,,,0.01,118,2461000.5,61000,2025-11-21.0,J2000,0.4625,1.692,0.909,5.83,352.07,333.21,348.35,2.47,0.4479,2461026.51,2025-12-17.0,2.2,11.3,2.88,4.08,3.8e-08,4.3e-09,6.4e-08,4.4e-06,3.6e-05,3.6e-05,8.6e-06,6.3e-09,1.7e-09,1.9e-05,3.1e-06,APO,"Otto Matic",8886,2001-03-26,2025-07-24,433,,,0,.50028,,,,,,,,,
20387505,"387505 (1998 KN3)",1.060,699,0.0183,387505,,,Y,Y,0,18.78,,,,,,,,0.074,,,,,,,,,0.02,76,2461000.5,61000,2025-11-21.0,J2000,0.8734,1.542,0.195,2.29,313.22,71.27,94.65,2.89,0.5147,2460816.61,2025-05-21.1,1.91,7.12,2.58,3.9,3.3e-08,4.0e-09,5.1e-08,4.0e-06,1.6e-04,1.6e-04,9.6e-06,7.5e-09,2.0e-09,1.8e-05,2.7e-06,APO,"Otto Matic",9106,1998-05-24,2023-04-29,1501,,,0,.26308,,,,,,,,,
20387648,"387648 (2002 RT25)",,982,0.33,387648,,,Y,N,0,19.36,,,,,,,,,,,,,,,,,,24,2461000.5,61000,2025-11-21.0,J2000,0.4377,1.933,1.087,28.88,165.23,258.99,188.73,2.78,0.3666,2461467.68,2027-03-03.1,2.69,129,3.17,3.65,1.3e-07,1.2e-08,2.4e-07,3.6e-05,1.1e-05,3.9e-05,3.1e-05,1.8e-08,3.5e-09,8.5e-05,9.4e-06,AMO,"Otto Matic",7160,2002-08-14,2022-03-22,97,,,0,.51443,,,,,,,,,
20387668,"387668 (2002 SZ)",,540,0.00293,387668,,,Y,Y,0,20.51,,,,,,,,,,,,,,,,,,40,2461000.5,61000,2025-11-21.0,J2000,0.4334,1.297,0.735,22.89,346.81,276.61,289.70,1.86,0.6671,2461105.87,2026-03-06.3,1.48,1.14,3.45,4.84,1.1e-07,7.5e-09,1.4e-07,2.5e-05,1.2e-05,1.6e-05,3.1e-05,1.1e-08,5.8e-09,4.7e-05,4.7e-06,APO,"Otto Matic",4189,2002-09-26,2014-03-16,158,,,0,.60876,,,,,,,,,
20387717,"387717 (2003 DN4)",,448,0.287,387717,,,Y,N,0,19.26,,,,,,,,,,,,,,,,,,53,2461000.5,61000,2025-11-21.0,J2000,0.4770,1.145,0.599,36.32,157.78,141.61,104.30,1.69,0.8044,2460870.83,2025-07-14.3,1.23,112,3.74,5.21,1.6e-07,2.5e-09,1.9e-07,1.6e-05,7.5e-06,1.5e-05,3.0e-05,3.7e-09,2.7e-09,3.8e-05,1.5e-06,APO,"Otto Matic",8080,2003-02-06,2025-03-22,238,,,0,.62893,,,,,,,,,
20387733,"387733 (2003 GS)",0.344,308,0.0857,387733,,,Y,N,0,18.93,,,,,,,,0.411,2.467,,,,,,,,0.01,121,2461000.5,61000,2025-11-21.0,J2000,0.2186,0.8928,0.698,12.03,196.18,181.90,101.62,1.09,1.168,2460913.53,2025-08-26.0,0.844,33.3,4.26,6.62,1.2e-08,1.4e-09,1.0e-08,5.2e-06,7.4e-06,1.5e-05,2.0e-05,1.7e-09,2.8e-09,1.7e-05,7.4e-07,ATE,"Otto Matic",8101,2003-04-04,2025-06-08,933,5,0,0,.33854,,,,-1.2e-14,2.8e-15,,,,
20387746,"387746 (2003 MH4)",0.366,1e+03,0.00218,387746,,,Y,Y,0,20.13,,,,,,,,0.132,,,,,,,,,0.01,129,2461000.5,61000,2025-11-21.0,J2000,0.5131,1.963,0.956,3.91,259.48,323.53,70.73,2.97,0.3584,2460803.16,2025-05-07.6,2.75,0.847,2.02,3.7,1.1e-08,5.7e-09,2.0e-08,2.8e-06,2.5e-05,2.5e-05,3.7e-06,8.7e-09,1.6e-09,1.0e-05,4.4e-06,APO,"Otto Matic",8250,2003-01-26,2025-08-28,576,,,0,.345,,,,-5.2e-14,1.4e-14,,,,
20387793,"387793 (2003 WL25)",,1.35e+03,0.305,387793,,,Y,N,0,16.63,,,,,,,,,,,,,,,,,,49,2461000.5,61000,2025-11-21.0,J2000,0.7418,2.395,0.618,23.76,267.10,25.02,16.05,4.17,0.2659,2460940.14,2025-09-21.6,3.71,119,1.25,3,9.2e-08,3.6e-08,2.3e-07,9.2e-06,2.2e-05,2.5e-05,2.5e-05,6.2e-08,5.9e-09,9.5e-05,3.0e-05,APO,"Otto Matic",7799,2003-11-20,2025-03-28,170,,,0,.64599,,,,,,,,,
20387816,"387816 (2004 FM17)",,304,0.0593,387816,,,Y,N,0,19.36,,,,,,,,,3.114,,,,,,,,,63,2461000.5,61000,2025-11-21.0,J2000,0.2501,0.8852,0.664,6.76,169.72,196.59,195.90,1.11,1.183,2461139.17,2026-04-08.6,0.833,23.1,4.29,6.67,1.1e-07,1.4e-09,9.4e-08,5.5e-06,5.5e-05,6.1e-05,3.1e-05,1.7e-09,2.7e-09,2.7e-05,7.0e-07,ATE,"Otto Matic",7351,2004-03-23,2024-05-08,227,1,0,0,.42819,,,,,,,,,
20387871,"387871 (2004 RD252)",,1.11e+03,0.119,387871,,,Y,N,0,19.14,,,,,,,,,,,,,,,,,,49,2461000.5,61000,2025-11-21.0,J2000,0.6001,2.101,0.840,10.40,288.06,174.74,316.27,3.36,0.3237,2461135.59,2026-04-05.0,3.04,46.2,1.83,3.48,8.3e-08,1.8e-08,1.7e-07,8.7e-06,9.6e-05,9.5e-05,2.7e-05,2.9e-08,4.2e-09,8.4e-05,1.4e-05,APO,"Otto Matic",6545,2004-09-15,2022-08-17,178,,,0,.56956,,,,,,,,,
20388185,"388185 (2006 CX10)",2.750,1.51e+03,0.26,388185,,,Y,N,0,17.79,,,,,,,,0.019,,,,,,,,,0.54,80,2461000.5,61000,2025-11-21.0,J2000,0.5092,2.574,1.263,26.98,32.09,189.84,276.69,3.89,0.2386,2461349.62,2026-11-05.1,4.13,101,1.13,3.1,6.4e-08,2.5e-08,1.7e-07,1.5e-05,1.7e-05,2.8e-05,2.9e-05,3.8e-08,3.5e-09,1.3e-04,2.2e-05,AMO,"Otto Matic",6405,2006-02-04,2023-08-19,335,,,0,.53244,,,,,,,,,
20388188,"388188 (2006 DP14)",,582,0.0167,388188,,,Y,Y,0,19.00,,,,,,,,,5.7868,,,,,,,,,109,2461000.5,61000,2025-11-21.0,J2000,0.7761,1.365,0.305,11.77,317.10,59.34,164.38,2.42,0.6183,2460734.66,2025-02-28.1,1.59,6.49,3.12,4.45,4.8e-08,5.5e-09,6.5e-08,8.9e-06,3.2e-06,6.5e-06,4.3e-06,9.8e-09,3.8e-09,5.7e-06,3.5e-06,APO,"Otto Matic",6312,2006-02-23,2023-06-06,523,3,1,0,.296,,,,-4.0e-14,6.6e-15,,,,
20388189,"388189 (2006 DS14)",0.315,293,0.155,388189,,,Y,N,0,20.53,,,,,,,,0.123,,,,,,,,,0.01,60,2461000.5,61000,2025-11-21.0,J2000,0.3365,0.8638,0.573,26.54,162.24,187.50,11.82,1.15,1.228,2460990.88,2025-11-11.3,0.803,60.4,4.25,6.71,3.2e-07,3.9e-09,2.8e-07,4.8e-05,7.4e-06,2.2e-05,6.3e-05,5.2e-09,8.2e-09,5.1e-05,2.0e-06,ATE,"Otto Matic",7337,2002-02-24,2022-03-28,260,,,0,.50586,,,,,,,,,
20388468,"388468 (2007 DB83)",,846,0.22,388468,,,Y,N,0,18.30,,,,,,,,,5.41403,,,,,,,,,154,2461000.5,61000,2025-11-21.0,J2000,0.2999,1.75,1.225,10.90,55.20,162.40,359.33,2.28,0.4256,2461002.08,2025-11-22.5,2.32,85.8,2.7,4.06,5.9e-08,4.7e-09,1.0e-07,5.2e-06,1.6e-05,1.8e-05,1.1e-05,6.2e-09,1.7e-09,2.6e-05,3.4e-06,AMO,"Otto Matic",10306,1996-10-09,2024-12-27,820,,,0,.40867,,,,,,,,,
20388567,"388567 (2007 QX14)",,1.31e+03,0.263,388567,,,Y,N,0,17.91,,,,,,,,,,,,,,,,,,"JPL 85",2461000.5,61000,2025-11-21.0,J2000,0.4622,2.347,1.262,5.22,20.42,250.45,49.80,3.43,0.2741,2460818.80,2025-05-23.3,3.6,102,1.73,3.4,2.8e-08,6.5e-09,6.4e-08,5.0e-06,4.2e-05,4.4e-05,6.9e-06,9.4e-09,1.1e-09,2.5e-05,5.4e-06,AMO,"Otto Matic",10779,1996-03-22,2025-09-25,347,,,0,.47834,,,,,,,,,
20388798,"388798 (2008 BU2)",,546,0.252,388798,,,Y,N,0,18.45,,,,,,,,,,,,,,,,,,42,2461000.5,61000,2025-11-21.0,J2000,0.7246,1.307,0.360,38.41,115.29,212.87,79.15,2.25,0.6595,2460880.49,2025-07-23.9,1.49,98.1,3.24,4.52,1.5e-07,1.6e-08,2.0e-07,2.7e-05,1.7e-05,1.9e-05,7.3e-05,2.8e-08,1.2e-08,1.1e-04,1.0e-05,APO,"Otto Matic",6196,2008-01-19,2025-01-05,152,,,1,.66039,,,,,,,,,
20388838,"388838 (2008 EZ5)",0.378,1.1e+03,0.0806,388838,,,Y,N,0,19.62,,,,,,,,0.196,2.859,,,,,,,,0.01,172,2461000.5,61000,2025-11-21.0,J2000,0.5065,2.091,1.032,7.99,14.80,228.58,293.35,3.15,0.3259,2461205.03,2026-06-13.5,3.02,31.4,1.93,3.57,1.1e-08,2.4e-09,2.3e-08,3.5e-06,1.0e-05,1.4e-05,4.2e-06,3.6e-09,5.6e-10,1.3e-05,1.9e-06,AMO,"Otto Matic",6622,2005-08-27,2023-10-14,1946,,,0,.28691,,,,,,,,,
20388945,"388945 (2008 TZ3)",,734,0.016,388945,,,Y,Y,0,20.45,,,,,,,,,39.15,,,,,,,,,273,2461000.5,61000,2025-11-21.0,J2000,0.3917,1.592,0.969,8.69,43.91,219.79,257.94,2.22,0.4904,2461208.60,2026-06-17.0,2.01,6.22,2.88,4.27,5.7e-09,2.7e-09,9.7e-09,1.5e-06,3.1e-06,3.7e-06,1.4e-06,3.7e-09,1.2e-09,3.4e-06,1.9e-06,APO,"Otto Matic",5846,2008-10-06,2024-10-08,2195,3,4,0,.3027,,,,7.1e-14,1.7e-14,,,,
20389694,"389694 (2011 QD48)",0.451,702,0.018,389694,,,Y,Y,0,18.20,,,,,,,,0.456,5.24,,,,,,,,0.02,138,2461000.5,61000,2025-11-21.0,J2000,0.4922,1.545,0.785,19.07,358.78,106.80,61.92,2.31,0.5131,2460879.81,2025-07-23.3,1.92,7,3.03,4.26,3.1e-09,1.0e-09,5.0e-09,4.5e-07,4.4e-07,7.1e-07,1.8e-06,1.5e-09,5.0e-10,3.4e-06,6.9e-07,APO,"Otto Matic",2940,2011-08-30,2019-09-17,821,,,0,.46596,,,,,,,,,
20390522,"390522 (1996 GD1)",,472,0.0602,390522,,,Y,N,0,20.18,,,,,,,,,,,,,,,,,,34,2461000.5,61000,2025-11-21.0,J2000,0.3526,1.186,0.768,18.38,38.06,293.60,249.68,1.60,0.7634,2461145.02,2026-04-14.5,1.29,23.4,3.85,5.24,9.9e-08,2.4e-09,1.2e-07,2.1e-05,1.9e-05,2.1e-05,1.5e-05,3.2e-09,2.3e-09,2.0e-05,1.4e-06,APO,"Otto Matic",10094,1996-04-15,2023-12-04,120,,,0,.66667,,,,,,,,,
20390536,"390536 (1999 KK1)",,1.12e+03,0.153,390536,,,Y,N,0,18.41,,,,,,,,,,,,,,,,,,25,2461000.5,61000,2025-11-21.0,J2000,0.4618,2.116,1.139,7.10,76.67,230.16,186.22,3.09,0.3201,2461543.32,2027-05-17.8,3.08,59.7,2.2,3.58,4.3e-07,7.6e-08,8.6e-07,2.1e-05,8.4e-05,1.2e-04,1.7e-04,1.1e-07,1.7e-08,5.6e-04,6.0e-05,AMO,"Otto Matic",9354,1999-05-17,2024-12-25,86,,,1,.5186,,,,,,,,,
20390725,"390725 (2003 HB)",0.293,286,0.0472,390725,,,Y,Y,0,19.69,,,,,,,,0.271,,,,,,,,,0.05,108,2461000.5,61000,2025-11-21.0,J2000,0.3803,0.8497,0.527,18.12,70.34,306.76,130.68,1.17,1.258,2460896.65,2025-08-09.1,0.783,18.4,4.31,6.83,9.2e-08,5.0e-09,8.0e-08,1.2e-05,2.3e-05,2.1e-05,1.8e-05,6.9e-09,1.1e-08,1.4e-05,2.5e-06,ATE,"Otto Matic",8067,2003-04-21,2025-05-22,499,,,0,.35244,,,,-4.3e-14,8.0e-15,,,,
20390929,"390929 (2005 GP21)",,547,0.0136,390929,,,Y,Y,0,20.44,,,,,,,,,,,,,,,,,,51,2461000.5,61000,2025-11-21.0,J2000,0.2245,1.308,1.015,18.80,9.98,1.43,99.12,1.60,0.6586,2460850.00,2025-06-23.4,1.5,5.3,3.86,4.9,9.0e-07,7.8e-09,1.2e-06,5.0e-05,1.1e-05,3.4e-04,5.1e-04,9.5e-09,5.9e-09,7.8e-04,4.9e-06,APO,"Otto Matic",6595,2005-04-04,2023-04-25,277,,,1,.46805,,,,,,,,,
20391033,"391033 (2005 TR15)",,1.12e+03,0.191,391033,,,Y,N,0,19.09,,,,,,,,,850.,,,,,,,,,96,2461000.5,61000,2025-11-21.0,J2000,0.4341,2.117,1.198,3.91,213.84,59.92,251.67,3.04,0.32,2461338.99,2026-10-25.4,3.08,74.4,2.1,3.6,4.2e-08,1.5e-08,9.6e-08,3.1e-06,3.7e-05,3.8e-05,1.6e-05,2.2e-08,3.5e-09,5.4e-05,1.2e-05,AMO,"Otto Matic",6375,2005-10-03,2023-03-18,377,,,0,.54135,,,,,,,,,
20391151,"391151 (2005 YY93)",1.745,1.52e+03,0.106,391151,,,Y,N,0,17.23,,,,,,,,0.084,,,,,,,,,0.06,61,2461000.5,61000,2025-11-21.0,J2000,0.8811,2.584,0.307,24.80,294.80,313.35,265.81,4.86,0.2373,2461397.43,2026-12-22.9,4.15,41.4,1.42,2.62,1.2e-07,1.4e-07,3.1e-07,3.6e-05,1.7e-05,3.4e-05,1.3e-04,2.6e-07,1.9e-08,5.8e-04,1.2e-04,APO,"Otto Matic",3237,2005-12-22,2014-11-02,403,,,0,.4508,,,,,,,,,
20391211,"391211 (2006 HZ51)",0.412,955,0.0335,391211,,,Y,Y,0,18.48,,,,,,,,0.415,,,,,,,,,0.09,62,2461000.5,61000,2025-11-21.0,J2000,0.4500,1.898,1.044,12.41,84.27,193.37,138.06,2.75,0.3771,2460634.35,2024-11-19.8,2.61,13,2.4,3.8,4.9e-08,1.1e-08,9.2e-08,5.9e-06,3.3e-05,3.4e-05,2.0e-05,1.6e-08,3.4e-09,5.1e-05,8.5e-06,AMO,"Otto Matic",8152,2001-10-14,2024-02-08,207,,,0,.5327,,,,,,,,,
20391275,"391275 (2006 SJ134)",,1.19e+03,0.296,391275,,,Y,N,0,17.96,,,,,,,,,,,,,,,,,,105,2461000.5,61000,2025-11-21.0,J2000,0.4775,2.204,1.152,26.11,129.64,303.37,288.72,3.26,0.3013,2461237.10,2026-07-15.5,3.27,115,2.39,3.39,4.4e-08,5.2e-09,9.9e-08,8.3e-06,8.6e-06,1.2e-05,7.9e-06,7.8e-09,1.1e-09,2.7e-05,4.3e-06,AMO,"Otto Matic",6714,2004-04-13,2022-08-31,563,,,0,.47342,,,,,,,,,
